experiment_id	run_id	experiment_date	culture_media	baseline_signal	cells_per_well	growth_mode	snp_fp_status	master_ccl_id
1	7024-01-A01-02-01	20120501	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	130
2	7024-01-A01-02-01	20120501	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	569
3	7024-01-A01-02-01	20120501	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	682
4	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-unconfirmed	9
5	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	61
6	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	62
7	7024-01-A01-02-02	20120504	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	108
8	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	111
9	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	115
10	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	119
11	7024-01-A01-02-02	20120504	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	455
12	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	855
13	7024-01-A01-02-02	20120504	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	991
14	7024-01-A01-02-03	20120507	DMEM001	2.225e-001	500	adherent	SNP-unconfirmed	8
15	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	46
16	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	349
17	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1095
18	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1030
19	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1110
20	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	1117
21	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1121
22	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1127
23	7024-01-A01-02-03	20120507	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1216
24	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	41
25	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	57
26	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	139
27	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	162
28	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	232
29	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	342
30	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	506
31	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	976
32	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1090
33	7024-01-A01-02-04	20120514	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1274
34	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	4
35	7024-01-A01-02-05	20120518	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	20
36	7024-01-A01-02-05	20120518	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	65
37	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	286
38	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	501
39	7024-01-A01-02-05	20120518	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	542
40	7024-01-A01-02-05	20120518	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	903
41	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1080
42	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1085
43	7024-01-A01-02-05	20120518	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1123
44	7024-01-A01-02-06	20120521	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	30
45	7024-01-A01-02-06	20120521	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	35
46	7024-01-A01-02-06	20120521	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155476
47	7024-01-A01-02-06	20120521	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1092
48	7024-01-A01-02-06	20120521	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1145
49	7024-01-A01-02-07	20120525	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1082
50	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	adherent	SNP-not-tested	166
51	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	206
52	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	293
53	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	304
54	7024-01-A01-02-08	20120528	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	568
55	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	634
56	7024-01-A01-02-08	20120528	DMEMF12003	4.570e+000	500	adherent	SNP-unconfirmed	155388
57	7024-01-A01-02-08	20120528	DMEMF12003	4.570e+000	500	adherent	SNP-matched-reference	155425
58	7024-01-A01-02-08	20120528	DMEMF12003	4.570e+000	500	suspension	SNP-matched-reference	155491
59	7024-01-A01-02-08	20120528	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	127997
60	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	212
61	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	242
62	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	509
63	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	917
64	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	525
65	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	550
66	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	601
67	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	678
68	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	692
69	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	127985
70	7024-01-A01-02-09	20120604	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155285
71	7024-01-A01-02-10	20120608	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	14
72	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	101
73	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	154
74	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	285
75	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-not-tested	328
76	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	577
77	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	631
78	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	632
79	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	898
80	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	899
81	7024-01-A01-02-10	20120608	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1034
82	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1162
83	7024-01-A01-02-10	20120608	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	1250
84	7024-01-A01-02-11	20120611	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	60
84	7024-01-A01-02-11	20120612	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	60
85	7024-01-A01-02-11	20120611	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	138
85	7024-01-A01-02-11	20120612	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	138
86	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	339
86	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	339
87	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	445
87	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	445
88	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	575
88	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	575
89	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155395
89	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155395
90	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155352
90	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155352
91	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	851
91	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	851
92	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	916
92	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	916
93	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	918
93	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	918
94	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	941
94	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	941
95	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	994
95	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	994
96	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1026
96	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1026
97	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1081
97	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1081
98	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1116
98	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1116
99	7024-01-A01-02-11	20120611	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1139
99	7024-01-A01-02-11	20120612	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1139
100	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	156
101	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	222
102	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	239
103	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	532
104	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	539
105	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	599
106	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	683
107	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155518
108	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155340
109	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	902
110	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	915
111	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	954
112	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	981
113	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	1078
114	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	1079
115	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1154
116	7024-01-A01-02-12	20120615	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1093
117	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	21
118	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	123
119	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	202
120	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	269
121	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	296
122	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	332
123	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155295
124	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	969
125	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-not-tested	1005
126	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1015
127	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1084
128	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1124
129	7024-01-A01-02-13	20120618	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1091
130	7024-01-A01-02-13	20120618	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1183
131	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	125
132	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	208
133	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	353
134	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	365
135	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	442
136	7024-01-A01-02-14	20120622	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	646
137	7024-01-A01-02-14	20120622	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1083
138	7024-01-A01-02-14	20120622	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	1230
139	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	7
140	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	16
141	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	164
142	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	223
143	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	247
144	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	309
145	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	314
146	7024-01-A01-02-15	20120625	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	385
147	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	531
148	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	911
149	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	511
150	7024-01-A01-02-15	20120625	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1131
151	7024-01-A01-02-15	20120625	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1226
152	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	3
153	7024-01-A01-02-16	20120629	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	112
154	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	220
155	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	307
156	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	310
157	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	319
158	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	527
159	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	567
160	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	576
161	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	580
162	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	718
163	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	878
164	7024-01-A01-02-16	20120629	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1212
165	7024-01-A01-02-17	20120702	F12K001	2.619e+000	500	adherent	SNP-matched-reference	44
166	7024-01-A01-02-17	20120702	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	343
167	7024-01-A01-02-17	20120702	EMEM002	1.301e-001	500	adherent	SNP-not-tested	350
168	7024-01-A01-02-17	20120702	EMEM002	1.301e-001	500	adherent	SNP-unconfirmed	357
169	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	376
170	7024-01-A01-02-17	20120702	DMEM001	2.225e-001	500	adherent	SNP-matched-reference	1145
171	7024-01-A01-02-17	20120702	MCCOYS5A001	1.412e-001	500	adherent	SNP-matched-reference	451
172	7024-01-A01-02-17	20120702	MEM002	1.445e-001	500	adherent	SNP-not-tested	479
173	7024-01-A01-02-17	20120702	DMEMF12004	2.206e-001	500	adherent	SNP-matched-reference	492
174	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	582
175	7024-01-A01-02-17	20120702	EMEM001	2.767e-001	500	adherent	SNP-matched-reference	630
176	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	666
177	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	677
178	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	703
179	7024-01-A01-02-17	20120702	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	128001
180	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	316
181	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	340
182	7024-01-A01-02-18	20120706	EMEM002	1.301e-001	500	adherent	SNP-matched-reference	354
183	7024-01-A01-02-18	20120706	EMEM002	1.301e-001	500	adherent	SNP-not-tested	355
184	7024-01-A01-02-18	20120706	EMEM002	1.301e-001	500	adherent	SNP-matched-reference	358
185	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	362
186	7024-01-A01-02-18	20120706	DMEMF12004	2.206e-001	500	adherent	SNP-matched-reference	498
187	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	508
188	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	510
189	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	524
190	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	526
191	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	538
192	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	595
193	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155480
194	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1120
195	7024-01-A01-02-18	20120706	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155395
196	7024-01-A01-02-19	20120709	RPMI001	1.195e-001	500	adherent	SNP-not-tested	306
197	7024-01-A01-02-20	20120713	DMEMF12003	4.570e+000	500	adherent	SNP-not-tested	534
198	7024-01-A01-02-20	20120713	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	551
199	7024-01-A01-02-20	20120713	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	552
200	7024-01-A01-02-20	20120713	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155455
201	7024-01-A01-02-20	20120713	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155294
202	7024-01-A01-02-20	20120713	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	290
203	7024-01-A01-02-20	20120713	EMEM001	2.767e-001	500	suspension	SNP-unconfirmed	1040
204	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-unconfirmed	313
205	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	347
206	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	458
207	7024-01-A01-02-21	20120720	IMDM002	3.290e-002	500	suspension	SNP-matched-reference	710
208	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	155327
209	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	128006
210	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	128013
211	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	134841
212	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	942
213	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1018
214	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1088
215	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1097
216	7024-01-A01-02-21	20120720	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1109
217	7024-01-A01-02-22	20120723	DMEM006	5.480e-002	500	adherent	SNP-matched-reference	64
218	7024-01-A01-02-22	20120723	DMEM006	5.480e-002	500	adherent	SNP-matched-reference	113
219	7024-01-A01-02-22	20120723	DMEM006	5.480e-002	500	adherent	SNP-matched-reference	117
220	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	300
221	7024-01-A01-02-22	20120723	DMEM005	7.710e-002	500	adherent	SNP-matched-reference	447
222	7024-01-A01-02-22	20120723	DMEM009	1.664e-001	500	adherent	SNP-matched-reference	604
223	7024-01-A01-02-22	20120723	DMEM009	1.664e-001	500	adherent	SNP-matched-reference	606
224	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155445
224	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155445
225	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155511
225	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155511
226	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-not-tested	967
226	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-not-tested	967
227	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1087
228	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1106
228	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1106
229	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1107
229	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1107
230	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	mixed	SNP-matched-reference	1111
231	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1118
231	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1118
232	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1129
232	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1129
233	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1185
233	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1185
234	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1191
234	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1191
234	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1191
235	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1197
235	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1197
236	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1278
236	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1278
237	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1279
237	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1279
238	7024-01-A01-02-22	20120723	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1280
238	7024-01-A01-02-22	20120724	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1280
239	7024-01-A01-02-23	20120727	DMEM006	5.480e-002	500	adherent	SNP-matched-reference	149
240	7024-01-A01-02-23	20120727	DMEM009	1.664e-001	500	adherent	SNP-matched-reference	557
241	7024-01-A01-02-23	20120727	DMEM009	1.664e-001	500	adherent	SNP-matched-reference	559
242	7024-01-A01-02-23	20120727	DMEM006	5.480e-002	500	adherent	SNP-not-tested	686
243	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	suspension	SNP-not-tested	127989
244	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-not-tested	155505
245	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155520
246	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155519
247	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	155297
248	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	931
249	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	995
250	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1032
251	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	suspension	SNP-matched-reference	1050
252	7024-01-A01-02-23	20120727	RPMI001	1.195e-001	500	adherent	SNP-matched-reference	1122
